Format Version,1.25,Take Name,Take 2026-04-16 04.29.11 PM Shannon,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-04-16 04.29.41.975 PM,Capture Start Frame,2074563,Total Frames in Take,9187,Total Exported Frames,9187,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2388,23.880000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.238753,0.525709,-0.696996,0.425233,-1946.851074,1447.411743,-453.272125,-1972.848755,1506.454346,-502.844635,-1919.241699,1443.358765,-408.150085,-1980.450317,1444.987427,-509.345245,-1914.863647,1394.846191,-392.748474,-1973.003174,1506.454956,-502.880859,-1918.865479,1443.810669,-408.049133,-1980.349731,1444.938965,-509.326324,-1915.155396,1394.483765,-392.822815,1819.191772,1567.341797,-2801.950684,,,,,,,,,,,,
2389,23.890000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.240766,0.524943,-0.696378,0.426056,-1948.642090,1447.529907,-453.321655,-1974.362793,1506.638184,-502.960327,-1921.244629,1443.413940,-408.076294,-1981.984009,1445.183105,-509.551453,-1916.977051,1394.884033,-392.698456,-1974.572144,1506.623291,-503.038361,-1920.875366,1443.787476,-408.029419,-1981.812012,1445.172974,-509.454193,-1917.298706,1394.549438,-392.770355,1819.185425,1567.331055,-2801.957031,,,,,,,,,,,,
2390,23.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.241774,0.523551,-0.698329,0.424000,-1950.433716,1447.599976,-453.378662,-1975.809814,1506.761719,-503.130920,-1923.039307,1443.409546,-408.138275,-1983.818359,1445.341675,-509.586639,-1919.067383,1394.886841,-392.658752,-1975.986084,1506.826660,-503.173889,-1922.679565,1443.741089,-408.088501,-1983.689209,1445.252808,-509.544312,-1919.362183,1394.598633,-392.707306,1819.170288,1567.345459,-2801.968018,,,,,,,,,,,,
2391,23.910000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.243601,0.524479,-0.697177,0.423704,-1952.098755,1447.920166,-453.382599,-1977.321655,1507.312988,-502.937073,-1924.799194,1443.515137,-408.105255,-1985.372314,1445.927856,-509.666504,-1920.901855,1394.924438,-392.821503,-1977.654297,1507.516602,-502.941559,-1924.256836,1443.836426,-408.257324,-1985.108398,1445.743286,-509.610718,-1921.378662,1394.594604,-392.731842,1819.155151,1567.318359,-2801.963135,,,,,,,,,,,,
2392,23.920000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.244677,0.524772,-0.695266,0.425856,-1954.113281,1448.057983,-453.470825,-1979.332031,1507.472046,-503.001984,-1926.999023,1443.648682,-408.082733,-1987.129272,1446.073486,-509.906403,-1922.992676,1395.037476,-392.892059,-1979.897095,1507.494873,-503.016724,-1926.130249,1443.886230,-408.347626,-1986.653809,1446.073486,-509.774139,-1923.753784,1394.782349,-392.776978,1819.156860,1567.324463,-2801.955811,,,,,,,,,,,,
2393,23.930000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.243882,0.525436,-0.695598,0.424949,-1955.992798,1448.214111,-453.828522,-1981.326538,1507.654663,-503.269012,-1928.754028,1443.778809,-408.517609,-1989.166626,1446.261475,-510.172607,-1924.724121,1395.160889,-393.354706,-1981.537354,1507.726196,-503.209045,-1928.184692,1443.907227,-408.387329,-1988.942383,1446.036499,-510.098877,-1925.305542,1395.209473,-393.653656,1819.156372,1567.325562,-2801.949707,,,,,,,,,,,,
2394,23.940000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.244560,0.525797,-0.695307,0.424590,-1957.782715,1448.408203,-454.081665,-1983.049805,1507.945801,-503.439545,-1930.565552,1443.880859,-408.766815,-1990.935425,1446.569824,-510.442017,-1926.580078,1395.236206,-393.678162,-1983.195923,1508.074707,-503.374756,-1930.148315,1444.037842,-408.673492,-1990.726074,1446.251099,-510.321198,-1927.076294,1395.259766,-393.995178,1819.177124,1567.334473,-2801.954834,,,,,,,,,,,,
2395,23.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.245522,0.525810,-0.694582,0.425204,-1959.630371,1448.474121,-454.314941,-1984.810059,1508.064087,-503.654297,-1932.516602,1443.900635,-408.942780,-1992.651123,1446.693481,-510.754639,-1928.543701,1395.238281,-393.907959,-1984.981567,1508.079102,-503.529541,-1932.040894,1444.044067,-408.916290,-1992.444946,1446.505249,-510.705902,-1929.069580,1395.293701,-394.148651,1819.175781,1567.326416,-2801.963623,,,,,,,,,,,,
2396,23.960000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.246956,0.526516,-0.692958,0.426150,-1961.583740,1448.752808,-454.612762,-1986.698242,1508.473755,-503.826752,-1934.607422,1444.064209,-409.170441,-1994.421997,1447.116089,-511.163177,-1930.607300,1395.356689,-394.290588,-1986.835938,1508.541382,-503.783569,-1934.236328,1444.241211,-409.085541,-1994.205078,1446.869019,-511.005524,-1931.073608,1395.354614,-394.615356,1819.158569,1567.323730,-2801.933594,,,,,,,,,,,,
2397,23.970000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.248599,0.525587,-0.693920,0.424773,-1963.617432,1448.834961,-454.834900,-1988.381592,1508.667725,-504.090607,-1936.716431,1444.024048,-409.360748,-1996.398682,1447.347290,-511.422516,-1932.973022,1395.300659,-394.465729,-1988.640381,1508.752197,-504.152466,-1936.179443,1444.442139,-409.280212,-1996.188232,1447.220215,-511.328583,-1933.432495,1394.955200,-394.584167,1819.192749,1567.332275,-2801.915527,,,,,,,,,,,,
2398,23.980000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.248774,0.524316,-0.696510,0.421992,-1965.571045,1448.834717,-455.266266,-1990.066162,1508.691162,-504.627655,-1938.572021,1443.972778,-409.855621,-1998.525513,1447.405884,-511.754639,-1935.120361,1395.268921,-394.827057,-1990.152954,1508.984985,-504.637238,-1938.186523,1444.373779,-409.603027,-1998.594604,1447.087524,-511.963440,-1935.291260,1394.937866,-394.824585,1819.188110,1567.328125,-2801.937988,,,,,,,,,,,,
2399,23.990000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.250211,0.524954,-0.694914,0.422980,-1967.409546,1449.057861,-455.653564,-1991.834106,1509.038574,-504.898712,-1940.552612,1444.087891,-410.170441,-2000.175659,1447.764282,-512.254578,-1937.075439,1395.340210,-395.290466,-1991.965210,1509.073975,-504.912903,-1940.207642,1444.359741,-410.042297,-2000.061279,1447.649658,-512.203125,-1937.379883,1395.173096,-395.455292,1819.194580,1567.328613,-2801.946533,,,,,,,,,,,,
2400,24.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.250357,0.524525,-0.694626,0.423898,-1969.545654,1449.294800,-455.999329,-1993.956787,1509.216431,-505.323120,-1942.759155,1444.384399,-410.468170,-2002.215576,1447.927979,-512.654297,-1939.250854,1395.650146,-395.551636,-1994.168579,1509.255859,-505.235016,-1942.297241,1444.384766,-410.474579,-2002.063721,1447.837524,-512.710083,-1939.634766,1395.710571,-395.578888,1819.199951,1567.323486,-2801.880371,,,,,,,,,,,,
2401,24.010000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.251944,0.526352,-0.691607,0.425626,-1971.587158,1449.364990,-456.419586,-1996.055420,1509.488037,-505.469330,-1944.961060,1444.285278,-410.813019,-2004.025879,1448.211914,-513.211914,-1941.306274,1395.474609,-396.183960,-1996.382812,1509.275391,-505.528992,-1944.473389,1444.479126,-410.796906,-2003.650146,1448.327881,-512.941956,-1941.848022,1395.385986,-396.421448,1819.176758,1567.325439,-2801.901611,,,,,,,,,,,,
2402,24.020000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.251401,0.526323,-0.692433,0.424639,-1973.869751,1449.296265,-456.795166,-1998.354126,1509.413208,-505.844177,-1947.151978,1444.216064,-411.242310,-2006.434204,1448.142700,-513.515564,-1943.539062,1395.412720,-396.578430,-1998.602905,1509.354004,-505.804352,-1946.626953,1444.479980,-411.243134,-2006.246338,1448.131958,-513.512756,-1943.973633,1395.246338,-396.626587,1819.173096,1567.344360,-2801.904541,,,,,,,,,,,,
2403,24.030000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.252249,0.525508,-0.692990,0.424237,-1976.097534,1449.486328,-457.139618,-2000.384521,1509.621338,-506.264618,-1949.444702,1444.380005,-411.551727,-2008.598511,1448.363647,-513.896973,-1945.962524,1395.580078,-396.845032,-2000.549805,1509.628052,-506.122650,-1949.023438,1444.454224,-411.582092,-2008.437622,1448.233154,-513.918274,-1946.382080,1395.649902,-396.953400,1819.179077,1567.340698,-2801.885742,,,,,,,,,,,,
2404,24.040000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.254419,0.526751,-0.689957,0.426338,-1978.330566,1449.581299,-457.487701,-2002.569458,1509.902466,-506.407928,-1951.917603,1444.316772,-411.778290,-2010.504272,1448.658325,-514.434937,-1948.331299,1395.447266,-397.329559,-2002.684570,1509.882446,-506.373749,-1951.693359,1444.419067,-411.792206,-2010.287720,1448.545776,-514.240234,-1948.669434,1395.476440,-397.561523,1819.173462,1567.342407,-2801.866455,,,,,,,,,,,,
2405,24.050000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.254268,0.525975,-0.691061,0.425598,-1980.931885,1449.559326,-457.845551,-2005.081421,1509.836304,-506.864136,-1954.489990,1444.327515,-412.149170,-2013.158081,1448.593994,-514.762329,-1950.998047,1395.479248,-397.606445,-2005.131958,1509.796631,-506.825623,-1954.212280,1444.234131,-411.889343,-2013.102295,1448.507324,-514.742432,-1951.313477,1395.761719,-397.979645,1819.192017,1567.322876,-2801.882080,,,,,,,,,,,,
2406,24.060000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.254843,0.525714,-0.692216,0.423694,-1983.146729,1449.581909,-458.203186,-2007.110840,1509.957764,-507.191071,-1956.655762,1444.240356,-412.547882,-2015.466187,1448.750244,-515.069092,-1953.353638,1395.378784,-398.004700,-2007.105347,1509.935181,-507.135437,-1956.499512,1444.196411,-412.345734,-2015.442627,1448.631958,-515.041992,-1953.572144,1395.613037,-398.348999,1819.188110,1567.312378,-2801.915771,,,,,,,,,,,,
2407,24.070000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.255362,0.526253,-0.692118,0.422873,-1985.536133,1449.611694,-458.516541,-2009.447388,1510.102783,-507.388000,-1959.027344,1444.157104,-412.885010,-2017.888062,1448.920044,-515.365906,-1955.781982,1395.266479,-398.427124,-2009.509033,1509.996460,-507.322723,-1958.781128,1444.181030,-412.736877,-2017.775757,1448.856323,-515.277832,-1956.135620,1395.461792,-398.802887,1819.218628,1567.345215,-2801.899658,,,,,,,,,,,,
2408,24.080000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.255737,0.526867,-0.690581,0.424390,-1987.942261,1449.683472,-458.794281,-2011.937866,1510.193237,-507.601196,-1961.524048,1444.224854,-413.110718,-2020.156372,1448.998901,-515.721924,-1958.150635,1395.316406,-398.743256,-2012.076172,1509.976685,-507.513458,-1961.201172,1444.234131,-413.033966,-2020.005737,1449.052979,-515.670654,-1958.536377,1395.488892,-398.993683,1819.202759,1567.358887,-2801.907227,,,,,,,,,,,,
2409,24.090000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.254927,0.526982,-0.691094,0.423901,-1990.543579,1449.611938,-459.050659,-2014.624390,1510.086548,-507.859161,-1964.035400,1444.185547,-413.415405,-2022.871216,1448.887207,-515.913391,-1960.643188,1395.287964,-399.014587,-2014.892578,1510.068359,-507.803741,-1963.504883,1444.162598,-413.414490,-2022.673096,1448.861816,-515.930420,-1961.086304,1395.360474,-399.057281,1819.200928,1567.342529,-2801.904053,,,,,,,,,,,,
2410,24.100000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.254690,0.526480,-0.691357,0.424237,-1993.150269,1449.557251,-459.331024,-2017.229736,1509.960693,-508.228363,-1966.655273,1444.198364,-413.680145,-2025.459717,1448.748657,-516.202942,-1963.256104,1395.321167,-399.212555,-2017.385010,1509.987549,-508.212341,-1966.300781,1444.260742,-413.585938,-2025.368164,1448.688232,-516.242371,-1963.524048,1395.301270,-399.274017,1819.179932,1567.340942,-2801.911865,,,,,,,,,,,,
2411,24.110000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.256205,0.526561,-0.690290,0.424962,-1995.469604,1449.597046,-459.533752,-2019.407715,1510.097046,-508.381073,-1969.124878,1444.149170,-413.806396,-2027.589111,1448.899414,-516.514648,-1965.756592,1395.242065,-399.432770,-2019.472656,1510.152954,-508.384338,-1968.970825,1444.050659,-413.715332,-2027.499390,1448.785156,-516.434326,-1965.948242,1395.411377,-399.619293,1819.197021,1567.351074,-2801.918701,,,,,,,,,,,,
2412,24.120000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.256665,0.525314,-0.691739,0.423869,-1997.849243,1449.567139,-459.822174,-2021.563232,1510.046875,-508.803680,-1971.516602,1444.122681,-414.087524,-2029.982788,1448.862915,-516.795105,-1968.334229,1395.236084,-399.602264,-2021.626221,1510.242798,-508.950409,-1971.366577,1444.065552,-413.799622,-2029.906006,1448.627563,-516.613220,-1968.500488,1395.326660,-399.929291,1819.187134,1567.314331,-2801.916504,,,,,,,,,,,,
2413,24.130000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.255468,0.525537,-0.692038,0.423829,-2000.150391,1449.500488,-460.090851,-2024.028809,1509.905884,-509.084167,-1973.718750,1444.129639,-414.404663,-2032.399414,1448.704956,-516.997314,-1970.454834,1395.260986,-399.877136,-2024.080933,1510.203003,-509.112549,-1973.477905,1444.061768,-414.130066,-2032.428223,1448.381836,-517.080200,-1970.593750,1395.336670,-400.019257,1819.212524,1567.333374,-2801.909912,,,,,,,,,,,,
2414,24.140000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.256297,0.526104,-0.689960,0.426007,-2002.429199,1449.598145,-460.197174,-2026.364380,1510.028564,-509.132019,-1976.158691,1444.220947,-414.418854,-2034.446045,1448.813843,-517.234802,-1972.747925,1395.329224,-400.002960,-2026.509766,1510.187866,-509.120453,-1975.742920,1444.375488,-414.231079,-2034.327271,1448.548462,-517.217834,-1973.109863,1395.282227,-400.215668,1819.183105,1567.320801,-2801.937012,,,,,,,,,,,,
2415,24.150000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.256378,0.527692,-0.686807,0.429078,-2004.682007,1449.671143,-460.338593,-2028.903442,1510.113037,-509.118134,-1978.535645,1444.310913,-414.487274,-2036.486816,1448.871094,-517.494446,-1974.802246,1395.389160,-400.254395,-2029.082764,1510.171875,-509.073212,-1978.094604,1444.451050,-414.393311,-2036.269653,1448.661621,-517.382446,-1975.288940,1395.409058,-400.537292,1819.193359,1567.314697,-2801.947510,,,,,,,,,,,,
2416,24.160000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.256255,0.527520,-0.687321,0.428539,-2006.992065,1449.731201,-460.460541,-2031.186157,1510.170898,-509.256348,-1980.812622,1444.369141,-414.628265,-2038.846436,1448.932617,-517.588745,-1977.122925,1395.451904,-400.368683,-2031.245483,1510.111816,-509.243958,-1980.497070,1444.560913,-414.329559,-2038.775024,1448.835083,-517.530518,-1977.455444,1395.464355,-400.764130,1819.168945,1567.315796,-2801.944580,,,,,,,,,,,,
2417,24.170000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.258773,0.527395,-0.686658,0.428242,-2008.961426,1449.973755,-460.452026,-2032.825195,1510.613281,-509.162292,-1982.960938,1444.414551,-414.541443,-2040.611938,1449.418823,-517.696350,-1979.447510,1395.447754,-400.407898,-2032.798096,1510.458252,-509.225677,-1982.968262,1444.448486,-414.367157,-2040.557861,1449.461426,-517.496582,-1979.532104,1395.541138,-400.758270,1819.179932,1567.356079,-2801.937988,,,,,,,,,,,,
2418,24.180000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.257651,0.527318,-0.686415,0.429401,-2011.242432,1449.831421,-460.755280,-2035.290771,1510.331787,-509.548004,-1985.219971,1444.413574,-414.840271,-2042.898438,1449.102539,-517.994629,-1981.560669,1395.477295,-400.638092,-2035.277344,1510.252319,-509.682068,-1985.167236,1444.426147,-414.458618,-2042.912476,1449.123535,-517.896851,-1981.609741,1395.531128,-400.973572,1819.175781,1567.325439,-2801.961670,,,,,,,,,,,,
2419,24.190000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.258602,0.525932,-0.687377,0.428992,-2013.152100,1449.979736,-460.905487,-2036.935791,1510.462158,-509.849976,-1987.218506,1444.567993,-414.939514,-2044.720703,1449.241089,-518.193054,-1983.733398,1395.647705,-400.639343,-2036.894043,1510.365723,-509.878815,-1987.266724,1444.473022,-414.833710,-2044.674927,1449.252319,-518.016846,-1983.779785,1395.864746,-400.931763,1819.211304,1567.349243,-2801.950439,,,,,,,,,,,,
2420,24.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.258241,0.527076,-0.687973,0.426844,-2014.977417,1450.203125,-461.129181,-2038.807861,1510.830200,-509.871613,-1988.871826,1444.646484,-415.278046,-2046.778931,1449.643311,-518.289734,-1985.451050,1395.692505,-401.077301,-2038.871948,1510.820435,-509.813477,-1988.677002,1444.820190,-415.261566,-2046.628906,1449.495239,-518.147888,-1985.743652,1395.678101,-401.321106,1819.153931,1567.312988,-2801.973145,,,,,,,,,,,,
2421,24.210000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.258581,0.527841,-0.686456,0.428133,-2016.945557,1450.487061,-461.367493,-2040.869019,1511.150757,-510.018585,-1990.912476,1444.906860,-415.477997,-2048.633545,1449.958740,-518.591431,-1987.367432,1395.931519,-401.381866,-2040.953369,1511.231445,-509.996887,-1990.708740,1444.834351,-415.399994,-2048.463379,1449.740479,-518.417542,-1987.699829,1396.162109,-401.705597,1819.162720,1567.305786,-2801.955322,,,,,,,,,,,,
2422,24.220000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.257998,0.528151,-0.686029,0.428786,-2018.950439,1450.462280,-461.583466,-2043.005249,1511.078979,-510.228394,-1992.898804,1444.933350,-415.698273,-2050.645996,1449.871704,-518.802490,-1989.251709,1395.964722,-401.604645,-2043.109619,1511.216187,-510.157928,-1992.606079,1444.776489,-415.603790,-2050.530518,1449.637329,-518.780701,-1989.589111,1396.249634,-401.824615,1819.136719,1567.326294,-2801.943848,,,,,,,,,,,,
2423,24.230000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.259496,0.527989,-0.684835,0.429988,-2020.790039,1450.433838,-461.799255,-2044.707275,1511.109253,-510.438812,-1994.920288,1444.852783,-415.817627,-2052.251465,1449.908936,-519.148010,-1991.281128,1395.864014,-401.792542,-2044.755493,1511.278687,-510.427765,-1994.819214,1444.669067,-415.781616,-2052.188232,1449.724121,-519.101990,-1991.401245,1396.067383,-401.889679,1819.154297,1567.336548,-2801.918457,,,,,,,,,,,,
2424,24.240000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.259927,0.527606,-0.685215,0.429593,-2022.694580,1450.433472,-462.063843,-2046.504517,1511.128174,-510.731934,-1996.847412,1444.829224,-416.072296,-2054.139160,1449.936401,-519.422058,-1993.287231,1395.839844,-402.028992,-2046.582886,1511.369019,-510.773712,-1996.686890,1444.693481,-415.947784,-2054.069580,1449.689209,-519.361877,-1993.438843,1395.980957,-402.171967,1819.159302,1567.344727,-2801.932617,,,,,,,,,,,,
2425,24.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.259818,0.527566,-0.685716,0.428909,-2024.315063,1450.525024,-462.354279,-2048.101074,1511.234375,-511.015778,-1998.424561,1444.902710,-416.389343,-2055.823242,1450.049683,-519.677734,-1994.911255,1395.913208,-402.334167,-2048.050537,1511.462280,-511.028717,-1998.361938,1444.842773,-416.139282,-2055.841553,1449.696289,-519.602539,-1995.018311,1396.089233,-402.673157,1819.161865,1567.339844,-2801.934570,,,,,,,,,,,,
2426,24.260000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.260907,0.526588,-0.686829,0.427668,-2025.882935,1450.678101,-462.695801,-2049.385254,1511.443848,-511.424713,-2000.037231,1444.987183,-416.714050,-2057.367676,1450.284790,-520.032959,-1996.741699,1395.996338,-402.611420,-2049.270264,1511.896484,-511.559540,-2000.087769,1444.910278,-416.385651,-2057.438232,1449.765747,-519.868896,-1996.732910,1396.119873,-402.969025,1819.188843,1567.329712,-2801.932373,,,,,,,,,,,,
2427,24.270000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,0.261947,0.525680,-0.687265,0.427448,-2027.451294,1450.687378,-463.030334,-2050.732178,1511.471436,-511.842712,-2001.698730,1444.970825,-416.999512,-2058.836426,1450.324585,-520.422119,-1998.537720,1395.982666,-402.856934,-2050.432861,1512.112183,-512.076904,-2002.103760,1444.734009,-416.756805,-2059.000977,1449.809692,-520.183594,-1998.241577,1396.153564,-403.118774,1819.178101,1567.319214,-2801.910889,,,,,,,,,,,,
